public_product_id,marketplace,brand_group,category_group,subcategory_group,product_group,fulfillment_type,listing_price_band,inventory_band,margin_band_public,profitability_band_public,sales_index,units_index,fee_pct_of_gross,refund_pct_of_gross,promotion_pct_of_gross,net_to_gross_pct,margin_index,estimated_profitability_index,margin_risk_score,margin_risk_band,revenue_quality_score,revenue_quality_band,recommended_action,action_priority,action_reason
P1112,Website,Vaseline,Body Care,Deodorant / Body Spray,Deodorant & Body Spray,Merchant Fulfilled,<500,Very Low / 1-2,Unmapped,Unmapped,9.4,18.0,5.9,5.0,3.6,105.2,11.6,63.9,3.1,Low Risk,94.1,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0212,JioMart,Colgate,Oral Care,Toothpaste,Toothpaste,Merchant Fulfilled,500-999,Out of Stock / 0,Unmapped,Unmapped,9.4,17.1,12.0,4.0,4.7,95.0,10.8,59.8,5.2,Low Risk,88.1,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0261,JioMart,Dove,Hair Care,General / Uncategorized,General Product,Merchant Fulfilled,<500,Very High / 51+,Unmapped,Unmapped,9.3,18.4,12.5,5.2,3.8,98.4,10.6,61.0,5.5,Low Risk,87.9,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0763,JioMart,Sasi,Lip,Lip Care,Lip Care,Merchant Fulfilled,<500,Medium / 6-15,Unmapped,Unmapped,9.3,18.4,12.5,5.1,3.9,95.1,10.6,59.6,5.3,Low Risk,89.2,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1190,JioMart,Watsons,Oral Care,Dental Floss,Dental Floss,Merchant Fulfilled,<500,Low / 3-5,Unmapped,Unmapped,9.3,17.3,11.9,1.3,4.1,98.9,11.1,61.9,5.0,Low Risk,91.1,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1200,Meesho,Watsons,Oral Care,Dental Floss,Dental Floss,Merchant Fulfilled,<500,Low / 3-5,Unmapped,Unmapped,9.2,26.7,14.7,4.1,3.8,96.0,10.3,59.7,6.1,Low Risk,87.1,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1041,Website,Sunsilk,Hair Care,Shampoo,Shampoo,Merchant Fulfilled,<500,Out of Stock / 0,Unmapped,Unmapped,9.2,22.7,6.9,8.0,4.2,103.2,10.9,63.0,3.8,Low Risk,89.4,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0259,JioMart,Dove,Hair Care,General / Uncategorized,General Product,Merchant Fulfilled,<500,Very High / 51+,Unmapped,Unmapped,9.2,19.2,12.4,6.6,4.4,92.2,10.3,58.2,5.4,Low Risk,87.1,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0271,Website,Dove,Hair Care,General / Uncategorized,General Product,Merchant Fulfilled,<500,Out of Stock / 0,Unmapped,Unmapped,9.2,18.0,6.0,2.0,4.2,107.5,11.7,64.0,3.2,Low Risk,94.9,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0598,Website,Pantene,Hair Care,General / Uncategorized,General Product,Merchant Fulfilled,<500,Out of Stock / 0,Unmapped,Unmapped,9.2,18.0,6.2,2.6,3.6,106.1,11.7,64.0,3.0,Low Risk,94.8,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1214,Meesho,Watsons,Oral Care,Dental Floss Picks,Floss Picks,Merchant Fulfilled,<500,Very Low / 1-2,Unmapped,Unmapped,9.1,26.3,15.1,4.6,4.3,94.9,10.0,59.0,6.4,Low Risk,86.0,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1032,Website,Sunsilk,Hair Care,Shampoo,Shampoo,Merchant Fulfilled,<500,High / 16-50,Unmapped,Unmapped,9.1,22.2,6.5,0.7,3.7,109.4,11.8,64.1,3.0,Low Risk,97.1,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0840,Website,SHIVAMAX,Home & Kitchen,Adhesive Hooks,Adhesive Hooks,Merchant Fulfilled,<500,Out of Stock / 0,Unmapped,Unmapped,9.1,18.0,6.5,4.2,4.4,105.1,11.3,63.7,3.3,Low Risk,93.7,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1099,Website,Tros,Body Care,Deodorant / Body Spray,Deodorant & Body Spray,Merchant Fulfilled,<500,Out of Stock / 0,Unmapped,Unmapped,9.1,17.8,5.9,2.6,3.4,106.9,11.6,64.0,2.9,Low Risk,95.0,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0536,Meesho,NOVOLIFE,Health & Wellness,Herbal Inhaler,Herbal Inhaler,Merchant Fulfilled,<500,Very Low / 1-2,Unmapped,Unmapped,9.0,30.4,16.0,8.4,3.4,93.7,9.4,57.8,6.7,Low Risk,84.3,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0233,Website,Counterpain,Health & Wellness,Pain Relief Balm,Pain Relief,Merchant Fulfilled,<500,Out of Stock / 0,Unmapped,Unmapped,9.0,19.6,6.2,4.6,4.4,105.9,11.1,63.6,3.2,Low Risk,94.4,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1100,JioMart,Tros,Body Care,Deodorant / Body Spray,Deodorant & Body Spray,Merchant Fulfilled,<500,Very Low / 1-2,Unmapped,Unmapped,9.0,17.8,11.6,2.6,3.3,100.0,10.8,62.1,5.0,Low Risk,90.8,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0705,JioMart,Protex,Body Care,General / Uncategorized,General Product,Merchant Fulfilled,<500,Very Low / 1-2,Unmapped,Unmapped,8.9,19.6,11.7,1.8,3.7,99.4,10.7,61.9,5.0,Low Risk,91.9,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0233,JioMart,Counterpain,Health & Wellness,Pain Relief Balm,Pain Relief,Merchant Fulfilled,<500,Out of Stock / 0,Unmapped,Unmapped,8.9,19.4,12.2,6.0,3.9,96.6,10.1,60.0,5.4,Low Risk,88.3,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0225,JioMart,Colgate,Oral Care,Toothpaste,Toothpaste,Merchant Fulfilled,<500,Out of Stock / 0,Unmapped,Unmapped,8.9,18.6,11.9,3.8,4.1,97.9,10.4,60.9,5.1,Low Risk,90.7,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1039,Website,Sunsilk,Hair Care,Conditioner / Treatment / Mask,Hair Conditioner & Treatment,Merchant Fulfilled,<500,Out of Stock / 0,Unmapped,Unmapped,8.9,18.2,6.2,5.9,4.5,102.5,10.7,63.0,3.4,Low Risk,90.7,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0270,JioMart,Dove,Hair Care,Hair Oil / Serum,Hair Oil & Serum,Merchant Fulfilled,<500,Very High / 51+,Unmapped,Unmapped,8.9,17.6,12.5,7.3,4.3,95.9,9.8,59.4,5.6,Low Risk,86.9,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0531,Website,NEXCARE,Skin Care,General / Uncategorized,General Product,Merchant Fulfilled,<500,Medium / 6-15,Unmapped,Unmapped,8.9,17.3,6.1,3.5,4.7,104.8,11.1,63.7,3.4,Low Risk,93.5,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1254,Website,Watsons,Oral Care,Dental Floss,Dental Floss,Merchant Fulfilled,<500,Out of Stock / 0,Unmapped,Unmapped,8.9,17.1,6.2,2.2,4.2,107.0,11.3,63.8,3.1,Low Risk,96.0,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0595,JioMart,Pantene,Hair Care,Conditioner / Treatment / Mask,Hair Conditioner & Treatment,Merchant Fulfilled,<500,Out of Stock / 0,Unmapped,Unmapped,8.7,16.9,12.0,4.6,3.7,96.5,10.0,60.1,5.2,Low Risk,88.0,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1112,JioMart,Vaseline,Body Care,Deodorant / Body Spray,Deodorant & Body Spray,Merchant Fulfilled,<500,Very Low / 1-2,Unmapped,Unmapped,8.7,16.9,12.1,2.4,4.1,98.7,10.3,61.3,5.1,Low Risk,90.5,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0706,JioMart,Protex,Body Care,General / Uncategorized,General Product,Merchant Fulfilled,<500,Out of Stock / 0,Unmapped,Unmapped,8.6,18.8,12.4,6.2,4.4,93.2,9.6,58.3,5.5,Low Risk,86.6,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1033,JioMart,Sunsilk,Hair Care,Conditioner / Treatment / Mask,Hair Conditioner & Treatment,Merchant Fulfilled,<500,Out of Stock / 0,Unmapped,Unmapped,8.6,16.9,12.4,5.5,3.5,97.2,9.8,60.2,5.3,Low Risk,88.7,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0257,JioMart,Dove,Hair Care,General / Uncategorized,General Product,Merchant Fulfilled,<500,Low / 3-5,Unmapped,Unmapped,8.5,18.8,12.4,5.6,3.9,93.8,9.7,58.7,5.3,Low Risk,88.0,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0261,Website,Dove,Hair Care,General / Uncategorized,General Product,Merchant Fulfilled,<500,Very High / 51+,Unmapped,Unmapped,8.5,16.5,6.1,3.7,4.1,105.9,10.6,63.5,3.1,Low Risk,94.2,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1071,Meesho,Tiger Balm,Health & Wellness,Herbal Inhaler,Herbal Inhaler,Merchant Fulfilled,<500,High / 16-50,Unmapped,Unmapped,8.4,24.3,14.8,4.3,3.7,97.5,9.4,59.9,6.1,Low Risk,88.1,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1029,JioMart,Sunsilk,Hair Care,Shampoo,Shampoo,Merchant Fulfilled,<500,High / 16-50,Unmapped,Unmapped,8.4,20.8,13.0,3.9,3.2,98.7,9.8,60.8,5.4,Low Risk,91.0,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1052,JioMart,Sunsilk,Hair Care,Shampoo,Shampoo,Merchant Fulfilled,<500,Out of Stock / 0,Unmapped,Unmapped,8.4,20.4,12.6,6.4,4.1,94.1,9.4,58.6,5.6,Low Risk,85.5,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0868,JioMart,SHIVAMAX,Home & Kitchen,General / Uncategorized,General Product,Merchant Fulfilled,<500,Medium / 6-15,Unmapped,Unmapped,8.4,19.6,12.7,4.3,4.5,97.0,9.6,60.0,5.6,Low Risk,88.4,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0262,JioMart,Dove,Hair Care,Hair Oil / Serum,Hair Oil & Serum,Merchant Fulfilled,<500,Out of Stock / 0,Unmapped,Unmapped,8.4,16.3,12.2,9.3,4.3,91.3,9.1,57.1,5.4,Low Risk,86.2,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0932,Meesho,SHIVAMAX,Electronics & Travel Accessories,Travel Adapter,Travel Adapter,Merchant Fulfilled,<500,Very High / 51+,Unmapped,Unmapped,8.3,27.8,15.1,3.9,4.0,94.9,9.2,58.7,6.3,Low Risk,86.1,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0475,JioMart,Listerine,Oral Care,Mouthwash,Mouthwash,Merchant Fulfilled,<500,Low / 3-5,Unmapped,Unmapped,8.3,20.6,12.2,6.4,3.6,95.5,9.4,59.2,5.4,Low Risk,87.1,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1026,JioMart,Sunsilk,Hair Care,Conditioner / Treatment / Mask,Hair Conditioner & Treatment,Merchant Fulfilled,<500,Low / 3-5,Unmapped,Unmapped,8.2,20.6,12.7,5.1,3.8,96.6,9.3,59.7,5.4,Low Risk,89.4,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0720,JioMart,Protex,Body Care,General / Uncategorized,General Product,Merchant Fulfilled,<500,Very Low / 1-2,Unmapped,Unmapped,8.2,20.2,12.1,2.1,3.9,99.8,9.8,61.6,5.1,Low Risk,91.3,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1164,JioMart,Wangprom,Health & Wellness,Herbal Inhaler,Herbal Inhaler,Merchant Fulfilled,<500,Out of Stock / 0,Unmapped,Unmapped,8.2,20.2,12.5,10.6,4.0,92.0,8.7,57.0,5.8,Low Risk,84.3,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0917,Meesho,SHIVAMAX,Home & Kitchen,Adhesive Hooks,Adhesive Hooks,Merchant Fulfilled,<500,Low / 3-5,Unmapped,Unmapped,8.1,27.3,15.4,6.1,3.8,95.1,8.8,58.4,6.5,Low Risk,84.9,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1035,Website,Sunsilk,Hair Care,Shampoo,Shampoo,Merchant Fulfilled,<500,High / 16-50,Unmapped,Unmapped,8.1,19.4,6.1,2.4,4.0,108.2,10.3,63.5,3.1,Low Risk,95.0,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1038,JioMart,Sunsilk,Hair Care,Conditioner / Treatment / Mask,Hair Conditioner & Treatment,Merchant Fulfilled,<500,Out of Stock / 0,Unmapped,Unmapped,8.0,19.6,12.5,3.1,4.0,98.7,9.3,60.8,5.4,Low Risk,90.0,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0868,Website,SHIVAMAX,Home & Kitchen,General / Uncategorized,General Product,Merchant Fulfilled,<500,Medium / 6-15,Unmapped,Unmapped,8.0,18.2,6.6,3.3,3.7,109.6,10.0,63.3,3.3,Low Risk,94.0,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1035,JioMart,Sunsilk,Hair Care,Shampoo,Shampoo,Merchant Fulfilled,<500,High / 16-50,Unmapped,Unmapped,7.9,19.6,12.6,5.2,3.8,98.4,9.0,60.3,5.3,Low Risk,89.3,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0720,Website,Protex,Body Care,General / Uncategorized,General Product,Merchant Fulfilled,<500,Very Low / 1-2,Unmapped,Unmapped,7.9,19.4,6.5,3.1,4.1,108.4,10.0,63.3,3.3,Low Risk,94.2,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1052,Website,Sunsilk,Hair Care,Shampoo,Shampoo,Merchant Fulfilled,<500,Out of Stock / 0,Unmapped,Unmapped,7.9,19.4,5.8,3.1,4.1,106.6,10.0,63.3,3.1,Low Risk,94.4,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1003,JioMart,Snake Brand,Body Care,General / Uncategorized,General Product,Merchant Fulfilled,<500,Out of Stock / 0,Unmapped,Unmapped,7.9,17.3,11.8,3.6,4.1,98.3,9.3,60.6,5.2,Low Risk,89.5,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1032,JioMart,Sunsilk,Hair Care,Shampoo,Shampoo,Merchant Fulfilled,<500,High / 16-50,Unmapped,Unmapped,7.8,19.2,12.6,2.4,3.6,99.3,9.3,61.1,5.3,Low Risk,91.1,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1164,Website,Wangprom,Health & Wellness,Herbal Inhaler,Herbal Inhaler,Merchant Fulfilled,<500,Out of Stock / 0,Unmapped,Unmapped,7.8,19.0,6.6,2.1,4.2,108.3,9.9,63.3,3.3,Low Risk,94.6,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0770,Website,Sasi,Skin Care,General / Uncategorized,General Product,Merchant Fulfilled,<500,Medium / 6-15,Unmapped,Unmapped,7.8,16.9,6.4,3.9,4.2,105.6,9.7,63.1,3.5,Low Risk,92.2,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0253,Website,Dove,Hair Care,General / Uncategorized,General Product,Merchant Fulfilled,<500,Out of Stock / 0,Unmapped,Unmapped,7.8,15.3,6.0,5.6,3.2,103.8,9.6,63.0,3.1,Low Risk,92.6,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0427,Website,Kaowmanee,Skin Care,General / Uncategorized,General Product,Merchant Fulfilled,<500,Out of Stock / 0,Unmapped,Unmapped,7.7,20.8,7.0,7.0,3.9,103.1,9.2,62.4,3.8,Low Risk,89.4,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0475,Website,Listerine,Oral Care,Mouthwash,Mouthwash,Merchant Fulfilled,<500,Low / 3-5,Unmapped,Unmapped,7.7,18.8,6.7,6.3,4.2,105.7,9.2,62.8,3.6,Low Risk,92.0,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1038,Website,Sunsilk,Hair Care,Conditioner / Treatment / Mask,Hair Conditioner & Treatment,Merchant Fulfilled,<500,Out of Stock / 0,Unmapped,Unmapped,7.7,18.6,6.3,3.9,3.6,105.8,9.6,63.1,3.3,Low Risk,93.1,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0531,JioMart,NEXCARE,Skin Care,General / Uncategorized,General Product,Merchant Fulfilled,<500,Medium / 6-15,Unmapped,Unmapped,7.7,15.1,12.0,5.3,4.5,95.5,8.7,59.0,5.2,Low Risk,89.7,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1249,JioMart,Watsons,Oral Care,Dental Floss Picks,Floss Picks,Merchant Fulfilled,<500,Out of Stock / 0,Unmapped,Unmapped,7.5,21.0,12.3,1.8,4.6,99.0,8.9,60.9,5.3,Low Risk,92.0,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1041,JioMart,Sunsilk,Hair Care,Shampoo,Shampoo,Merchant Fulfilled,<500,Out of Stock / 0,Unmapped,Unmapped,7.5,18.6,12.8,7.9,4.1,94.3,8.2,58.0,5.8,Low Risk,84.9,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0706,Website,Protex,Body Care,General / Uncategorized,General Product,Merchant Fulfilled,<500,Out of Stock / 0,Unmapped,Unmapped,7.5,16.1,5.9,3.4,4.1,107.5,9.4,63.1,3.2,Low Risk,92.8,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0555,Website,Oral-B,Oral Care,Dental Floss,Dental Floss,Merchant Fulfilled,<500,Medium / 6-15,Unmapped,Unmapped,7.5,14.7,6.0,5.3,3.4,106.7,9.3,62.9,3.2,Low Risk,93.4,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0889,Meesho,SHIVAMAX,Health & Wellness,Herbal Inhaler,Herbal Inhaler,Merchant Fulfilled,<500,Very High / 51+,Unmapped,Unmapped,7.4,25.3,15.7,3.9,4.2,95.7,8.2,58.6,6.5,Low Risk,87.1,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0917,Website,SHIVAMAX,Home & Kitchen,Adhesive Hooks,Adhesive Hooks,Merchant Fulfilled,<500,Low / 3-5,Unmapped,Unmapped,7.4,24.1,7.8,6.4,3.9,105.8,8.9,62.6,4.1,Low Risk,90.5,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1251,Website,Watsons,Oral Care,Dental Floss Picks,Floss Picks,Merchant Fulfilled,<500,Out of Stock / 0,Unmapped,Unmapped,7.3,20.2,6.9,5.3,4.6,104.9,8.8,62.6,3.8,Low Risk,91.4,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0679,Website,Poy Sian,Health & Wellness,Herbal Inhaler,Herbal Inhaler,Merchant Fulfilled,<500,Medium / 6-15,Unmapped,Unmapped,7.1,17.1,7.3,9.7,3.9,99.7,8.1,60.7,4.0,Low Risk,87.6,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1029,Website,Sunsilk,Hair Care,Shampoo,Shampoo,Merchant Fulfilled,<500,High / 16-50,Unmapped,Unmapped,7.1,17.1,6.7,2.1,4.0,108.8,9.0,62.9,3.4,Low Risk,94.7,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0278,Website,Dove,Hair Care,Shampoo,Shampoo,Merchant Fulfilled,<500,Out of Stock / 0,Unmapped,Unmapped,7.1,13.9,6.0,3.2,3.6,107.9,8.9,62.9,3.1,Low Risk,93.4,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1026,Website,Sunsilk,Hair Care,Conditioner / Treatment / Mask,Hair Conditioner & Treatment,Merchant Fulfilled,<500,Low / 3-5,Unmapped,Unmapped,7.0,17.6,6.4,8.6,3.9,102.7,8.3,61.8,3.6,Low Risk,90.3,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0536,Website,NOVOLIFE,Health & Wellness,Herbal Inhaler,Herbal Inhaler,Merchant Fulfilled,<500,Very Low / 1-2,Unmapped,Unmapped,6.9,22.2,7.0,8.5,3.8,102.3,8.1,61.6,3.9,Low Risk,88.4,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1072,Website,Tiger Balm,Health & Wellness,Herbal Inhaler,Herbal Inhaler,Merchant Fulfilled,<500,High / 16-50,Unmapped,Unmapped,6.9,19.2,7.5,8.7,4.5,102.5,7.9,61.4,4.1,Low Risk,88.8,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0915,JioMart,SHIVAMAX,Health & Wellness,Herbal Inhaler,Herbal Inhaler,Merchant Fulfilled,<500,Medium / 6-15,Unmapped,Unmapped,6.8,22.2,13.6,5.0,3.7,97.3,7.6,59.2,5.9,Low Risk,86.8,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1251,JioMart,Watsons,Oral Care,Dental Floss Picks,Floss Picks,Merchant Fulfilled,<500,Out of Stock / 0,Unmapped,Unmapped,6.8,19.2,12.6,2.4,4.2,100.5,7.9,60.9,5.4,Low Risk,90.6,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1072,JioMart,Tiger Balm,Health & Wellness,Herbal Inhaler,Herbal Inhaler,Merchant Fulfilled,<500,High / 16-50,Unmapped,Unmapped,6.8,19.0,13.5,5.2,3.4,97.3,7.7,59.2,5.6,Low Risk,89.8,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0690,JioMart,Protex,Body Care,General / Uncategorized,General Product,Merchant Fulfilled,<500,Very Low / 1-2,Unmapped,Unmapped,6.8,16.7,12.7,3.5,4.1,99.8,7.9,60.6,5.4,Low Risk,89.6,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0763,Website,Sasi,Lip,Lip Care,Lip Care,Merchant Fulfilled,<500,Medium / 6-15,Unmapped,Unmapped,6.8,13.3,5.5,2.9,3.7,106.7,8.7,62.8,2.8,Low Risk,95.2,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1218,JioMart,Watsons,Oral Care,Dental Floss Picks,Floss Picks,Merchant Fulfilled,<500,Low / 3-5,Unmapped,Unmapped,6.7,19.0,12.9,3.4,3.9,98.9,7.8,60.2,5.4,Low Risk,89.8,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1071,JioMart,Tiger Balm,Health & Wellness,Herbal Inhaler,Herbal Inhaler,Merchant Fulfilled,<500,High / 16-50,Unmapped,Unmapped,6.7,18.8,12.6,0.7,4.1,101.6,8.1,61.4,5.2,Low Risk,93.2,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1214,Website,Watsons,Oral Care,Dental Floss Picks,Floss Picks,Merchant Fulfilled,<500,Very Low / 1-2,Unmapped,Unmapped,6.6,18.4,6.6,4.5,4.1,108.1,8.2,62.5,3.6,Low Risk,92.5,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0427,JioMart,Kaowmanee,Skin Care,General / Uncategorized,General Product,Merchant Fulfilled,<500,Out of Stock / 0,Unmapped,Unmapped,6.6,18.0,12.7,8.0,3.3,93.9,7.3,57.5,5.5,Low Risk,86.4,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0927,Meesho,SHIVAMAX,Home & Kitchen,Adhesive Hooks,Adhesive Hooks,Merchant Fulfilled,<500,Medium / 6-15,Unmapped,Unmapped,6.5,26.3,15.6,5.3,4.2,96.9,7.0,58.4,6.5,Low Risk,86.3,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1070,Website,Tiger Balm,Health & Wellness,Herbal Inhaler,Herbal Inhaler,Merchant Fulfilled,<500,Medium / 6-15,Unmapped,Unmapped,6.5,18.0,6.4,5.3,4.1,108.0,7.9,62.3,3.4,Low Risk,92.9,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0915,Website,SHIVAMAX,Health & Wellness,Herbal Inhaler,Herbal Inhaler,Merchant Fulfilled,<500,Medium / 6-15,Unmapped,Unmapped,6.4,21.0,7.7,6.1,4.3,105.3,7.7,62.1,4.0,Low Risk,91.3,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1070,JioMart,Tiger Balm,Health & Wellness,Herbal Inhaler,Herbal Inhaler,Merchant Fulfilled,<500,Medium / 6-15,Unmapped,Unmapped,6.3,17.6,13.9,5.6,4.4,95.0,6.9,57.8,5.9,Low Risk,87.0,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1071,Website,Tiger Balm,Health & Wellness,Herbal Inhaler,Herbal Inhaler,Merchant Fulfilled,<500,High / 16-50,Unmapped,Unmapped,6.3,17.6,7.7,7.2,3.5,105.6,7.4,62.0,3.8,Low Risk,90.5,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1200,Website,Watsons,Oral Care,Dental Floss,Dental Floss,Merchant Fulfilled,<500,Low / 3-5,Unmapped,Unmapped,6.3,17.6,7.1,4.9,3.8,106.5,7.7,62.2,3.9,Low Risk,90.9,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0917,JioMart,SHIVAMAX,Home & Kitchen,Adhesive Hooks,Adhesive Hooks,Merchant Fulfilled,<500,Low / 3-5,Unmapped,Unmapped,6.1,20.2,13.1,4.9,3.9,99.7,7.0,60.0,5.5,Low Risk,89.4,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1200,JioMart,Watsons,Oral Care,Dental Floss,Dental Floss,Merchant Fulfilled,<500,Low / 3-5,Unmapped,Unmapped,6.1,17.1,13.1,5.3,3.4,97.5,6.9,59.0,5.6,Low Risk,88.3,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1214,JioMart,Watsons,Oral Care,Dental Floss Picks,Floss Picks,Merchant Fulfilled,<500,Very Low / 1-2,Unmapped,Unmapped,6.1,17.1,12.9,3.7,3.7,99.3,7.1,60.0,5.4,Low Risk,90.5,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1218,Website,Watsons,Oral Care,Dental Floss Picks,Floss Picks,Merchant Fulfilled,<500,Low / 3-5,Unmapped,Unmapped,6.1,17.1,5.7,0.8,3.9,112.2,8.0,62.6,2.8,Low Risk,97.4,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
